GOAL-Fraud;Random;Time;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;Amount
No;0.887738019;323;-0.704133362;0.34139705600000003;1.740026865;-1.6615949630000002;0.872313095;-0.007310804000000001;0.923083313;-0.575938518;0.44769678799999996;0.264464751;0.302329167;-0.5896412839999999;-0.979095994;-0.414870005;0.22765095300000002;0.863538644;-1.560955111;0.570081621;0.26259684;0.018388713;-0.206984115;-0.321045184;-0.334626466;-0.813176252;-0.265089437;0.68904316;-0.904112857;-0.579831489;0.77
No;0.580517394;4395;-0.489867079;1.019930032;2.9316482969999997;2.390108239;-0.405086915;0.08808770099999999;-0.03524143;0.160604162;0.82216518;-0.3151982;0.077824198;-2.684640729;1.288452248;0.990324373;-1.2494542;0.40052028;0.472582426;0.171226367;-1.002540325;-0.16110904199999998;-0.134340905;-0.056742377999999996;-0.064915716;0.627403492;-0.24592703600000002;-0.142869048;0.066098164;0.073825084;0.76
No;0.860125377;2652;-0.982450961;1.08665481;2.488750905;3.033696302;-0.895529118;1.152167898;-0.227107105;0.809388453;-1.012537837;0.050837314;-0.8800155009999999;-0.121793421;0.027392385;-0.028871817999999997;0.719291274;-0.278460996;0.698714225;-0.18791882199999999;0.630283508;0.172772835;0.092971945;0.195799093;0.048628223;0.080760592;-0.026776306;0.270482544;-0.007219801;0.040896931;83.48
No;0.854429236;221;-0.34287127700000003;-0.199545805;1.9763525780000002;-0.0034949340000000003;-1.1703655990000001;0.883500932;-0.151879286;0.160105718;0.137973356;-0.060121655999999996;-2.201009463;0.852035106;1.4788933219999998;-1.653727065;-2.750145065;-1.814001872;-0.021557592;1.1027671479999999;-1.018303545;-0.572161856;-0.313443189;0.086207298;0.10960035;-0.09895064699999999;-0.9430093940000001;-0.618657205;0.253306203;0.24027146300000002;99.82
No;0.8266574809999999;36;-1.004929339;-0.9859776809999999;-0.038038828999999996;3.7100613589999996;-6.631950832;5.122102581;4.371691256;-2.006867506;-0.278736461;-0.230872923;0.145155263;-0.06315605;-0.799585071;-0.34195636799999996;-0.930529782;0.510510185;0.092428106;0.823984132;1.1903978000000002;-0.001979978;1.393406004;-0.381671395;0.9697191759999999;0.019444796;0.5709228129999999;0.33327778199999997;0.8573731920000001;-0.07553824599999999;1402.95
No;0.066285592;3752;-0.34369628;0.550050826;1.878705975;0.283235103;0.6938854;1.316361439;0.34888975200000005;0.255708265;1.394912749;-0.9485508779999999;1.3742839269999998;-2.24428148;0.8090804220000001;1.2935739659999999;-0.006499146999999999;-1.817530761;2.026809959;-2.285662;-1.5153133030000001;-0.227788792;-0.227524235;0.035695307;0.025718907000000003;-0.67562504;-0.428474408;0.268239317;-0.11862118099999999;-0.225251142;5.81
No;0.035026287;2785;-0.605750294;0.329703908;1.443149421;2.429112484;-0.609242146;2.831898657;-0.576658697;1.2372256609999999;0.260232949;-0.28756065199999997;-0.688721219;0.9675898270000001;0.34985671;-0.799138424;-0.936858504;-1.095370889;1.317278693;-2.104612066;-2.145777821;-0.42825541100000003;0.25556234899999997;1.169553748;0.305124849;-0.9262241790000001;-0.304471196;0.248643665;-0.14752584800000001;-0.255267927;124.88
No;0.556594731;3767;1.4584987630000001;-0.58940169;-0.881929565;-1.640364181;1.4874462590000002;3.26410147;-1.209634361;0.718033411;0.363592643;0.29579396;1.00909617;-3.1745565160000004;1.8639012380000002;1.405833568;0.25613553899999997;1.529704208;0.445189389;-0.871893035;0.776031677;0.161812849;-0.29603498899999997;-0.88264552;0.107317989;0.9185031779999999;0.367891474;-0.505226318;-0.014340663;0.010289643000000001;12.38
No;0.615996575;3158;1.204346885;-0.046528922;-0.262670281;0.019348003;-0.278486119;-1.1037309370000001;0.302857875;-0.191987363;-0.231409631;0.10440031400000001;1.255106574;0.21610852;-1.249638351;0.92028408;0.194161891;0.165515608;-0.341205771;-0.041807963;0.405404356;-0.063164781;0.013108377;-0.119663941;-0.117729277;0.39381443;0.46653225299999995;1.052644661;-0.132555025;-0.015002275;45.9
Yes;0.450722013;76876;-1.298359003;1.079671157;-0.180677931;1.287839084;1.858273479;-2.223695002;0.525166986;-0.09687431099999999;-0.16889337399999999;-2.544410419;0.706999574;-0.835695915;-1.022117317;-4.993991789;-0.455706843;1.315365139;3.639199548;1.623426095;-1.5393388319999999;-0.187571994;-0.332983054;-0.851270428;-0.370799799;0.298241687;0.442929877;-0.522832451;0.000104857;0.135698346;1.0
No;0.020623847;1787;-0.356599075;0.85221257;1.599081768;1.147261471;0.270956956;0.415113564;0.675715249;0.088268432;-0.26292651100000003;0.299535748;0.99649095;0.22851286199999998;-1.248277729;0.199495595;-0.345411732;-1.059065208;0.330346634;-0.089558106;1.023490316;0.159196682;-0.045032265999999994;0.328856246;-0.18482123600000003;0.015335267;-0.178617687;-0.26624386;0.254932256;-0.03098706;13.99
No;0.5854034370000001;4462;-0.266663421;0.28989972;2.133333894;-0.25113242399999997;-0.703525979;0.273459811;-0.219360103;-0.104764514;-0.342512804;0.085372861;-0.084437899;-2.721019956;3.4499980860000004;1.021172384;1.161175274;-1.4903399569999998;0.8355457829999999;1.8588843369999999;1.080689008;0.010620407;-0.5768105920000001;-0.947067212;-0.048391378;-0.473069623;-0.240062042;1.15188115;0.021538263999999998;0.075835065;51.95
No;0.841618447;3747;0.108395345;0.320345897;1.9722280369999998;-0.155457866;-0.657511879;-0.566496873;0.07111953900000001;-0.42960619899999997;-0.15746864800000002;0.44378680600000003;0.850784823;-3.482985358;1.972391503;1.075833742;0.787629949;0.376896612;1.456426234;-0.95963343;2.192630507;0.407845726;-0.16978365399999998;-0.160397252;0.055377199;0.328095082;-0.6906298909999999;-0.370095799;-0.021083212;-0.07490851700000001;24.55
No;0.41573409299999997;3750;1.304989114;-0.441609863;0.795408934;-0.41842677899999997;-1.05974292;-0.713619977;-0.703108172;-0.14667629599999998;0.523555574;0.194005547;1.232353386;-3.0039928139999996;1.4670269569999999;1.3898328880000002;0.33926074700000003;0.835444319;1.3633100830000002;-1.8233379109999999;-0.080285022;0.005395685;-0.18805606;-0.442504269;0.20296509100000001;0.318566576;0.073723285;-0.5118950879999999;-0.005317843;0.019100575;28.79
No;0.035068632999999995;1253;-0.9739752740000001;0.809590687;1.535863099;-0.6680101970000001;0.388231262;-0.630346026;0.552360725;0.117080419;-0.396980072;-0.238828815;0.7776684770000001;0.08291530400000001;-0.94579536;0.429563329;-0.140887641;0.7825801920000001;-0.98410415;0.270534068;-0.25493034600000003;-0.06310064;-0.196442945;-0.656085349;-0.143832769;-0.040621046;-0.13213561199999999;-0.045207144000000005;0.163798726;0.138812725;6.28
No;0.021731537000000002;2127;1.025087226;-0.883366359;0.436549397;0.526058374;-0.884640137;0.162742605;-0.431268686;-0.109893774;-0.619379086;0.576798977;-1.432005067;0.501340789;1.868270785;-0.557169578;0.237281532;-1.250417165;-0.442558585;1.5551330380000001;-0.862707311;-0.07753611099999999;-0.177850758;-0.18348517600000003;-0.324199422;-0.428688676;0.621831337;-0.19312789800000002;0.053914733;0.058505684;180.0
No;0.511258511;3635;0.600268425;-1.527425646;-0.338994919;-0.37028728299999997;-0.047705952999999995;1.654942444;-0.30151501199999997;0.281082727;0.156748966;0.04034197;2.653902307;-1.279150164;2.24237445;1.737039976;-0.361028895;-2.835675263;1.851633347;-0.420325806;-1.9090814269999998;-0.004009593;-0.248614926;-0.415910546;-0.209789872;-1.343546186;0.059547324000000006;0.951289242;-0.068038673;0.020948229;316.58
No;0.695682668;2269;-1.109727387;0.281885669;2.352981862;0.27558214;0.261140269;0.174692423;0.8246669990000001;-0.378555792;-0.475676337;0.318394874;1.99746382;0.7938787270000001;0.709101885;-0.357287188;0.9932833059999999;-0.32572559100000004;-0.3671822;0.08864370099999999;0.424488197;-0.004234089;0.138725304;1.030441964;-0.024170802;0.30622660399999996;0.22029065;0.5614733279999999;-0.392340797;-0.47549912899999996;52.75
No;0.917503776;3767;1.388156515;-0.429865595;0.682244113;-0.44365716899999996;-1.1519891359999999;-1.0249106609999998;-0.696740768;-0.21888039;0.670369589;0.266101735;0.58212621;-3.6162444139999996;0.755427002;1.496587115;0.19584507;1.259285888;1.010217554;-1.172779646;0.410381375;-0.021676006;-0.251814183;-0.67624121;0.149473838;0.263593907;0.166917745;-0.516899847;-0.025569225;0.015763428;19.7
No;0.532307054;582;-0.185773992;0.068493483;0.985169028;-1.60889094;-0.18224208;-1.220069108;0.61614216;-0.35773474299999997;-0.7380384109999999;0.45328267;-0.8743300940000001;-1.354969654;-1.162234926;-0.359494052;-0.8530490540000001;0.64237795;0.265605173;-1.466748755;0.172791589;0.159475854;0.19953746;0.800293922;-0.149952711;0.38502517700000005;-0.293320415;-0.355962602;0.220665583;0.010169095999999999;18.0
Yes;0.5405739;52934;1.036638558;0.40722728;0.757706165;3.161821447;-0.5681222260000001;0.202180695;-0.6898040559999999;0.411379939;0.33676923200000003;-0.283731284;0.903117453;-0.158825775;-1.930709019;-2.376653641;-1.810172485;0.935791272;1.5915061480000001;1.259470714;-0.666806394;-0.21946107399999998;-0.050107622000000004;0.123760576;-0.132567902;0.35023055399999997;0.507701401;0.189620905;0.061015665999999996;0.06314128;0.76
No;0.953442995;1628;-2.2962292140000002;2.193061398;0.32735957;-0.7292865409999999;-0.699594904;1.5757472730000002;-2.494943562;-7.752839587;0.49126011399999997;0.051425570999999996;1.290558951;1.7851496219999998;-0.287062959;0.519242269;-0.7438009609999999;0.097522659;0.342846046;-0.604420065;-0.6556778520000001;-1.854277641;7.43084829;-3.1381766030000002;0.400361022;-0.054394122999999996;0.882662086;0.48174446200000004;0.473538594;0.221455342;79.0
No;0.8401359070000001;3473;-1.18753893;0.792009539;1.5027297119999998;-0.100696576;-0.08869756;-0.624949687;0.9793364659999999;-0.31131276199999997;-0.21747859600000002;0.583250489;1.699148914;0.816656772;0.29121299100000003;-0.09017721199999999;0.20159917300000002;0.245587892;-0.7374060570000001;-0.037828152999999996;0.22317341899999998;0.132657684;-0.273423298;-0.419833358;-0.062391395999999995;0.54007996;-0.22967822100000002;-0.0025540520000000002;0.006046898;0.010717946;89.99
No;0.548044903;729;1.290906149;0.139286035;-0.445588343;0.130959101;0.63023807;0.68870612;-0.19552651899999998;0.246893587;0.032285502;-0.12741752;0.144478778;-0.07010586099999999;-0.5316057670000001;0.023983743;0.876738364;0.9315569440000001;-0.5515239120000001;0.428627925;0.39073171799999995;-0.10625636599999999;-0.332821905;-0.999828307;-0.055982881;-1.776918182;0.31147073399999997;0.21704332699999998;-0.018959127;-0.002317979;1.98
No;0.181448162;490;0.7166618370000001;-1.097811768;0.629443205;1.939510396;-0.49473945700000005;1.8199647730000001;-0.624840257;0.482657355;0.783612238;0.20710545;-1.392283097;0.330364031;-0.57491995;-0.7374171420000001;-2.643564121;0.604757884;-0.45096942700000003;0.21975671300000002;0.96777979;0.388817774;-0.26328596600000004;-0.9786929209999999;-0.359243985;-1.3320205;0.29665631800000003;0.9374252040000001;-0.06835701599999999;0.032838928999999996;254.41
No;0.8437488320000001;2834;1.198087987;0.987935902;-2.374738259;1.1152309120000001;1.845409681;-0.040924482000000005;0.590904915;0.020152484;-0.538412627;-1.43212992;1.130491551;-0.48110046799999995;-0.319135926;-3.1702233630000003;0.796753072;1.4674643809999999;2.130349781;1.999826229;-0.266862631;0.063548034;-0.222522315;-0.651490261;-0.439093181;-2.043850964;0.956005923;-0.178209637;0.039524442;0.072679441;44.99
No;0.42108540899999997;3770;1.424207755;-0.646065474;-0.9018328059999999;-1.625945721;1.4699403819999999;3.270489108;-1.186080451;0.71342633;0.361501939;0.28752665;1.0093504770000001;-3.173825416;1.867065826;1.409852097;0.258368479;1.532045336;0.445715625;-0.8682562859999999;0.7703625;0.197960019;-0.285279717;-0.892013759;0.09167314800000001;0.919413975;0.361374109;-0.507119396;-0.017694471;0.013380233;30.13
No;0.006295171;236;-1.169086543;1.096292458;0.6696880070000001;1.052534435;0.422465153;0.703450418;0.039273456;0.6720683390000001;-0.457398804;0.09554305;0.1570947;0.565152077;-0.332747702;0.456905426;-0.392642541;-0.6553071429999999;0.24211856199999998;0.144194928;1.3606366019999998;-0.115601334;-0.010604165;0.22439457399999999;0.00134528;-0.807531718;0.035781047;-0.19810377899999998;0.091106721;0.075883959;0.99
No;0.363100596;2237;-0.76053573;1.2977677840000001;1.1992958999999999;0.010754546;-0.384838962;-0.940485742;0.377255076;0.348952239;-0.593042386;-0.545271932;-0.514861796;0.20678948100000002;0.27565261;0.422409309;0.789156777;0.312533995;-0.23507618600000002;-0.33489314800000003;0.006049775;0.0113338;-0.180195143;-0.5909584410000001;0.044390262;0.369707259;-0.161576891;0.07282226900000001;0.139275224;0.058839284000000006;8.99
No;0.602266726;3762;1.102258657;-1.178066579;-1.0886990140000001;-1.490574658;1.30558239;3.330460928;-0.964939088;0.670171676;0.341872877;0.20990709100000002;1.011738096;-3.166961316;1.896777291;1.447580993;0.279332959;1.554025561;0.450656314;-0.834111822;0.717136117;0.537336123;-0.18430134199999998;-0.97996964;-0.055212079000000004;0.9279651990000001;0.300184316;-0.524893;-0.04918248099999999;0.042396954;196.78
No;0.080408164;789;-1.268897526;1.0419278859999999;-0.0016321329999999998;-2.734010713;2.42176476;3.1926702999999996;0.41634636700000005;0.554432334;0.913266468;0.987261844;0.007529968000000001;-0.38252619200000004;-0.139426911;-0.602379323;0.821571133;0.680298623;-1.416150483;-0.017311893000000002;-0.426185217;0.8034743209999999;-0.36226207200000005;-0.531217546;-0.141452151;1.02117692;-0.030004887;0.695553277;0.34821419600000003;-0.013533666000000001;7.69
Yes;0.063215196;143354;1.11833066;2.074438871;-3.837518277;5.448059692;0.071815968;-1.0205092279999999;-1.8085744419999998;0.521743506;-2.032638249;-2.732791967;3.27407531;-3.5416874789999997;-0.94682018;-7.555728941;-1.767005146;-0.642332574;-2.1144291930000003;0.183327413;-1.177792507;0.163513485;0.28986112399999997;-0.17271801;-0.021909518;-0.376560089;0.192817419;0.11410722400000001;0.500995608;0.25953327;1.0
No;0.8606846770000001;2154;1.2974497329999999;-0.001049545;-0.003406408;0.253868767;-0.062291352;-0.05591752;-0.223865228;0.1486126;0.218291677;0.173242855;0.041909573;-0.566963137;-1.8967053930000002;0.8299495159999999;0.672512841;0.9487967620000001;-0.964586521;0.619697081;0.625935355;-0.193380455;-0.30912967;-1.037810156;0.007652305;-0.906450007;0.264070785;0.157269131;-0.049680547;-0.007963258;1.98
No;0.172509229;164;-0.43321148600000003;1.020835125;2.019730198;3.00326068;0.031307656;0.187063045;0.8508564829999999;-0.143932449;-0.9180429640000001;0.8863230940000001;-0.811858292;-0.33845343899999997;-0.064504281;-0.275189337;0.055224685;-0.646152559;0.313931819;-0.295943212;1.177882592;0.47110298899999997;-0.177297913;-0.18025950699999999;0.00776031;0.38265802299999996;-0.187192964;0.10006711300000001;0.20403858800000002;-0.018150303;65.26
No;0.609128208;1314;-0.967444816;0.774713787;1.3342044370000001;-1.089485147;0.41290361299999995;-0.17839775300000002;0.668483316;0.024656629;0.48939298700000006;0.127887089;0.010194601;-0.663951403;-2.1991247730000003;0.12402686199999999;-0.692978098;0.463577015;-0.8754248859999999;0.361117907;0.261810639;0.070074553;-0.31509367899999996;-0.6692925510000001;-0.296708519;-0.5365406229999999;0.041705535;0.317045959;0.075241765;-0.038674061;5.0
No;0.71813523;3769;1.381242571;-0.717062801;-0.9267707270000001;-1.60788;1.4480062580000002;3.278492548;-1.156568396;0.7076538520000001;0.358882375;0.277168061;1.009669113;-3.1729093789999996;1.87103092;1.414887145;0.261166259;1.53497867;0.446374977;-0.863699593;0.763259261;0.243250895;-0.271803815;-0.903751765;0.07207082299999999;0.920555164;0.35320812700000004;-0.509491343;-0.021896652000000003;0.017252612;52.37
No;0.21529676600000003;4153;1.097581672;-0.784547082;0.650684991;-1.83849356;-1.1098356740000002;-0.486936904;-0.6597763729999999;-0.08124102700000001;3.379197435;-1.8928081890000001;2.17204185;-0.484534763;2.533357763;1.295948591;0.162042414;-0.6323498989999999;0.304565128;1.1990435609999999;1.188117702;0.117002381;0.089385306;0.6416373479999999;-0.289025313;0.032482975;0.66933882;-0.6881534009999999;0.06364924400000001;0.028917738999999998;92.35
No;0.019510836;1716;-0.446501008;0.668256053;1.461577208;1.316427883;-0.034193432;0.213660281;1.042870086;-0.073038744;-0.003413061;0.065029637;-0.735889369;-0.591978585;-1.3602938180000002;0.053118649000000004;0.38335039299999996;-1.229449194;0.587767447;-0.527936972;0.7143909940000001;0.310666316;-0.051572328;0.194077715;0.019819496000000002;0.056037110999999994;-0.122939547;-0.2508184;0.229346138;-0.01537784;94.48
No;0.39069386;3509;-0.779919103;-1.578401434;2.001703625;-2.85608413;-1.7898543319999998;-0.9761651920000001;0.244270795;-0.237609827;0.496840758;-0.882483472;-0.32389830399999997;-0.113558336;0.102388219;-0.5715026329999999;1.457826;-1.279823545;-0.49304774700000004;1.988185259;-1.374374275;0.156687011;0.098899938;0.440343297;0.534978251;0.690447681;-0.160772099;-0.135119021;-0.18168364899999997;-0.16286609300000002;250.0
No;0.43264106;3625;1.1997321970000001;0.065658885;0.101808922;0.56914408;0.502962812;0.937125636;-0.21368452899999998;0.083191364;1.40235494;-0.48204003799999995;1.185309825;-1.094859555;2.888200264;1.285720568;-1.4211433009999999;-0.062726288;0.233353792;-0.087091407;0.443255501;-0.018542586;-0.364988253;-0.612644713;-0.16129644199999998;-1.338434504;0.539331385;0.320968731;-0.03508212;-0.014361233999999999;30.5
No;0.955230901;4436;-1.025902154;1.280298508;1.436860981;1.0341301040000002;0.036892502;0.45607266799999996;-0.858003987;-2.433793282;0.340122122;-0.95419956;2.246180114;-2.237560319;0.011399746;2.621968919;0.015068823;-0.152633792;0.819619953;0.558343214;-0.040575902000000004;0.44730696200000003;-1.282140212;0.588525097;0.294497126;0.10347162;-0.471443514;-0.46088604299999997;0.127783822;0.14859598;2.5
No;0.374737435;1292;1.02453821;-0.409667602;-1.301197497;0.36536109200000005;2.06455446;3.65132856;-0.275091659;0.8170763590000001;0.15789982800000002;-0.075841007;-0.540563227;0.241219677;-0.20078236100000002;0.21946485300000002;-0.135609959;-0.08499680300000001;-0.507167839;-0.051003749;0.324093913;0.212925024;-0.108539266;-0.546048349;-0.23554562199999998;1.016219259;0.8478215309999999;-0.339811078;0.001985607;0.033978742;132.0
Yes;0.144937531;155359;-1.067713272;5.262312109;-8.438567066000001;7.3164872999999995;0.008253573;-2.12593632;-3.307035735;1.8698375230000002;-4.522583624;-5.172811823;5.591126194;-5.640417458;0.784510039;-12.04380562;0.353814875;-1.9205581680000001;-1.879928279;0.6797512990000001;0.797641375;0.821404549;0.547789787;-0.49195982200000005;0.055914134000000004;-1.145368535;0.068951346;0.535054735;0.539263072;0.124255056;0.77
Yes;0.304814811;17187;1.088374938;0.8984740240000001;0.394684329;3.170257575;0.175738797;-0.221980885;-0.022988727999999996;-0.010873536999999999;0.860043617;-0.592472935;1.0727284;-2.547556814;1.235950057;-0.330305804;-1.022354375;0.335642173;2.2989982209999997;-0.162096209;-1.5327072119999998;-0.217358192;-0.423553904;-0.800852285;0.077614455;0.16760845300000002;0.350181817;-0.118940929;0.012947766000000001;0.054254272;3.79
No;0.082327079;3794;-1.155262471;-0.7473083909999999;1.3993473790000002;-1.690769631;0.491900644;0.518964765;-0.039210018;0.39039275;0.188049308;-0.7214350820000001;0.933715539;-3.287431963;-0.21026077699999998;1.8025792280000001;-0.17552655;-2.878406627;2.231518954;-0.9278948029999999;-2.876947322;-0.501874366;-0.325881011;-0.41203835200000005;0.272626104;-0.689312855;-0.325509663;1.38390319;-0.056028721;0.063203287;84.89
No;0.756900006;5111;-0.694590686;1.0055183859999999;1.80430985;-0.186806847;0.091807284;-0.593636831;0.754583923;-0.284531947;1.860536274;-0.51906185;0.034866287999999995;-2.368446645;1.456576127;0.784949531;-1.764269093;-0.358258701;0.45653594799999997;-0.27104053699999997;-0.583170183;0.136273766;-0.26206875399999996;0.045703521;-0.222297682;0.38675971;-0.061902612;0.29326548;0.245780613;0.025937903;5.0
No;0.296551401;5291;-0.304911115;1.10623359;1.6118153569999998;1.14273593;0.178602153;-0.360321468;0.487086745;-0.034419796;0.41474930600000004;-0.34988257799999994;2.0048194230000003;-2.492988337;0.636255617;2.1821487719999997;-0.10089015300000001;-0.233710613;0.483385367;1.030822761;0.857836762;-0.04906841;0.02448786;0.29592065100000003;-0.23118095800000002;0.26480521;-0.127018465;-0.29377843800000003;0.113424806;0.11856577800000001;0.78
No;0.126419533;1485;1.238181292;0.328666393;0.196792205;0.494348894;-0.11083809800000001;-0.546887372;0.006199049;-0.060492665999999994;-0.271630195;-0.126160319;1.4098225930000001;1.0500929270000001;0.644621226;-0.199614448;0.369020047;0.7513783820000001;-0.402837706;0.250418137;0.21410374399999998;-0.031355289;-0.253040621;-0.742231729;0.07073392099999999;-0.030327651;0.24578176100000002;0.096218673;-0.024325917000000002;0.018128612;1.29
No;0.724452097;5115;-0.867760523;0.323122536;2.338200292;2.679115517;0.923429631;0.642241269;1.225220714;-0.979098296;1.294603275;1.079766269;0.454696262;-2.879789942;1.548415329;0.253024765;-1.078250212;-0.89683177;0.636240871;-0.602392487;-0.314685759;-0.154811915;-0.338367955;0.35981918700000004;-0.39325192200000003;0.079890321;-0.562845941;-0.079583405;-0.770488803;-0.670443218;115.59
No;0.804969686;2090;-1.207000796;0.5816393320000001;0.37882113;-0.48387603799999995;-1.982794189;1.546297658;2.20492693;-1.9604422769999998;-1.6183017240000002;-0.213791342;-0.13352800199999998;0.635641827;1.14213907;-0.194924508;-0.429527679;-2.269288179;0.533905017;-0.096091497;-2.335093264;-1.193264983;1.2021479590000002;-0.33040600800000003;0.21954847100000002;0.096253335;-0.09969767199999999;-0.43291562200000006;0.594513481;-0.010656796999999999;487.94
No;0.21322475;4086;-1.218673943;0.905061435;1.839113482;1.2699821629999999;-0.972288707;0.072274385;0.209207432;-0.239803259;2.445679445;0.817287357;0.062093527999999995;-3.506322789;0.013617706;0.9508823940000001;0.34300462;-0.825374748;1.16482095;0.590270941;1.474809297;0.258158882;-0.174353945;0.44830683200000004;-0.037911384;0.356690671;-0.31796069600000004;0.625842869;0.034508831000000004;0.214650798;69.99
